text,entity,label
甘肃省兰州市榆中县定远镇,甘肃省 兰州市 榆中县 定远镇,PROVINCE CITY AREA TOWN
福建省漳州市南靖县龙山镇宝斗村,福建省 漳州市 南靖县 龙山镇 宝斗村,PROVINCE CITY AREA TOWN VILLAGE
北京市丰台区西四环南路,北京市 丰台区 西四环南路,PROVINCE AREA ROAD
河南省洛阳市宜阳县韩城镇聂沟岭村,河南省 洛阳市 宜阳县 韩城镇 聂沟岭村,PROVINCE CITY AREA TOWN VILLAGE
河南省驻马店市遂平县南海路西关居委会,河南省 驻马店市 遂平县 南海路,PROVINCE CITY AREA ROAD
四川省南充市仪陇县复兴镇群办村,四川省 南充市 仪陇县 复兴镇 群办村,PROVINCE CITY AREA TOWN VILLAGE
重庆市铜梁县土桥镇平坡村,重庆市 铜梁县 土桥镇 平坡村,PROVINCE AREA TOWN VILLAGE
江苏省泰州市靖江市能人新村,江苏省 泰州市 靖江市 能人新村,PROVINCE CITY AREA VILLAGE
四川省德阳市什邡市洛水镇药师村,四川省 德阳市 什邡市 洛水镇 药师村,PROVINCE CITY AREA TOWN VILLAGE
黑龙江省绥化市安达市太平庄镇一条街,黑龙江省 绥化市 安达市 太平庄镇 一条街,PROVINCE CITY AREA TOWN STREET
江苏省徐州市丰县师寨镇孙史庄村,江苏省 徐州市 丰县 师寨镇 孙史庄村,PROVINCE CITY AREA TOWN VILLAGE
广东省广州市从化市龙潭下西村,广东省 广州市 从化市 龙潭下西村,PROVINCE CITY AREA VILLAGE
浙江省绍兴市诸暨市浣纱新村,浙江省 绍兴市 诸暨市 浣纱新村,PROVINCE CITY AREA VILLAGE
广东省汕尾市陆丰市红荔花园桂荔阁,广东省 汕尾市 陆丰市 红荔花园桂荔阁,PROVINCE CITY AREA GARDEN
广东省广州市番禺区大石镇兴贤路6巷,广东省 广州市 番禺区 大石镇 兴贤路 6巷,PROVINCE CITY AREA TOWN ROAD XIANG
福建省三明市明溪县夏阳镇陈坊村笠科,福建省 三明市 明溪县 夏阳镇 陈坊村,PROVINCE CITY AREA TOWN VILLAGE
福建省三明市三元区岩前镇白叶坑村叉溪口,福建省 三明市 三元区 岩前镇 白叶坑村,PROVINCE CITY AREA TOWN VILLAGE
北京市朝阳区和平一村,北京市 朝阳区 和平一村,PROVINCE AREA VILLAGE
河北省张家口市赤城县东关前街,河北省 张家口市 赤城县 东关前街,PROVINCE CITY AREA STREET
浙江省杭州市萧山区新湾镇新源路,浙江省 杭州市 萧山区 新湾镇 新源路,PROVINCE CITY AREA TOWN ROAD
安徽省滁州市来安县永阳西路,安徽省 滁州市 来安县 永阳西路,PROVINCE CITY AREA ROAD
山东省滨州市邹平县韩店镇小白村,山东省 滨州市 邹平县 韩店镇 小白村,PROVINCE CITY AREA TOWN VILLAGE
安徽省马鞍山市当涂县城关镇坨塘村,安徽省 马鞍山市 当涂县 城关镇 坨塘村,PROVINCE CITY AREA TOWN VILLAGE
湖南省株洲市攸县大桥乡新桥村,湖南省 株洲市 攸县 大桥乡 新桥村,PROVINCE CITY AREA TOWN VILLAGE
山东省烟台市芝罘区幸福十六村,山东省 烟台市 芝罘区 幸福十六村,PROVINCE CITY AREA VILLAGE
江苏省无锡市宜兴市张渚镇岭下村团山组,江苏省 无锡市 宜兴市 张渚镇 岭下村 团山组,PROVINCE CITY AREA TOWN VILLAGE ZU
湖南省益阳市安化县乐安乡青园村,湖南省 益阳市 安化县 乐安乡 青园村,PROVINCE CITY AREA TOWN VILLAGE
上海市金山区和平路,上海市 金山区 和平路,PROVINCE AREA ROAD
北京市顺义区李遂镇,北京市 顺义区 李遂镇,PROVINCE AREA TOWN
江西省宜春市樟树市义成镇义成村,江西省 宜春市 樟树市 义成镇 义成村,PROVINCE CITY AREA TOWN VILLAGE
福建省宁德市寿宁县南阳镇福兴路,福建省 宁德市 寿宁县 南阳镇 福兴路,PROVINCE CITY AREA TOWN ROAD
四川省阿坝藏族羌族自治州茂县光明乡马蹄村,四川省 阿坝藏族羌族自治州茂县 光明乡 马蹄村,PROVINCE AREA TOWN VILLAGE
湖北省仙桃市凤凰河路9巷,湖北省 仙桃市 凤凰河路 9巷,PROVINCE CITY ROAD XIANG
湖北省武汉市江岸区丹小路,湖北省 武汉市 江岸区 丹小路,PROVINCE CITY AREA ROAD
浙江省温州市乐清市翁洋镇翁盐村,浙江省 温州市 乐清市 翁洋镇 翁盐村,PROVINCE CITY AREA TOWN VILLAGE
福建省莆田市涵江区庄边镇松岭村下厝,福建省 莆田市 涵江区 庄边镇 松岭村,PROVINCE CITY AREA TOWN VILLAGE
福建省福州市长乐市营前镇下洋村桥头路,福建省 福州市 长乐市 营前镇 下洋村 桥头路,PROVINCE CITY AREA TOWN VILLAGE ROAD
山西省晋中市左权县拐儿镇旧寨村,山西省 晋中市 左权县 拐儿镇 旧寨村,PROVINCE CITY AREA TOWN VILLAGE
贵州省黔东南苗族侗族自治州凯里市三棵树镇南花村,贵州省 黔东南苗族侗族自治州凯里市 三棵树镇 南花村,PROVINCE CITY TOWN VILLAGE
河南省洛阳市宜阳县韩城镇下连村,河南省 洛阳市 宜阳县 韩城镇 下连村,PROVINCE CITY AREA TOWN VILLAGE
黑龙江省哈尔滨市香坊区哈平路2-118,黑龙江省 哈尔滨市 香坊区 哈平路 2-118,PROVINCE CITY AREA ROAD NUM
江苏省扬州市江都市樊川镇东汇幸福路,江苏省 扬州市 江都市 樊川镇 东汇幸福路,PROVINCE CITY AREA TOWN ROAD
安徽省巢湖市和县雍镇朱房行政村,安徽省 巢湖市 和县 雍镇 朱房行政村,PROVINCE CITY AREA TOWN VILLAGE
山西省吕梁市汾阳市阳城乡田屯村,山西省 吕梁市 汾阳市 阳城乡 田屯村,PROVINCE CITY AREA TOWN VILLAGE
江西省吉安市峡江县水边镇溪村委大园村,江西省 吉安市 峡江县 水边镇 溪村委大园村,PROVINCE CITY AREA TOWN VILLAGE
福建省三明市沙县凤岗镇莲花西西路,福建省 三明市 沙县 凤岗镇 莲花西西路,PROVINCE CITY AREA TOWN ROAD
湖南省湘潭市韶山市如意镇石湖村,湖南省 湘潭市 韶山市 如意镇 石湖村,PROVINCE CITY AREA TOWN VILLAGE
广东省韶关市武江区十里亭挖掘机厂宏苑,广东省 韶关市 武江区 十里 亭挖掘机厂宏苑,PROVINCE CITY AREA VILLAGE YUAN
山东省德州市禹城市南外环,山东省 德州市 禹城市,PROVINCE CITY AREA
湖北省随州市曾都区洪山镇云林,湖北省 随州市 曾都区 洪山镇,PROVINCE CITY AREA TOWN
广东省韶关市南雄市界址镇古池村,广东省 韶关市 南雄市 界址镇 古池村,PROVINCE CITY AREA TOWN VILLAGE
重庆市合川区富经村,重庆市 合川区 富经村,PROVINCE AREA VILLAGE
北京市房山区青龙湖镇大苑村,北京市 房山区 青龙湖镇 大苑村,PROVINCE AREA TOWN VILLAGE
湖北省黄石市阳新县陵园路,湖北省 黄石市 阳新县 陵园,PROVINCE CITY AREA GARDEN
吉林省通化市集安市榆林镇治安村,吉林省 通化市 集安市 榆林镇 治安村,PROVINCE CITY AREA TOWN VILLAGE
河北省石家庄市灵寿县南营乡大地村,河北省 石家庄市 灵寿县 南营乡 大地村,PROVINCE CITY AREA TOWN VILLAGE
广东省广州市从化市龙潭西向村,广东省 广州市 从化市 龙潭西向村,PROVINCE CITY AREA VILLAGE
浙江省金华市义乌市赵宅步行街,浙江省 金华市 义乌市 赵宅步行街,PROVINCE CITY AREA STREET
广东省河源市龙川县铁场镇秀中村,广东省 河源市 龙川县 铁场镇 秀中村,PROVINCE CITY AREA TOWN VILLAGE
山东省聊城市莘县河店乡西郭村,山东省 聊城市 莘县 河店乡 西郭村,PROVINCE CITY AREA TOWN VILLAGE
湖北省十堰市郧县城关镇金叶路,湖北省 十堰市 郧县 城关镇 金叶路,PROVINCE CITY AREA TOWN ROAD
江苏省连云港市东海县石梁河镇瓜安村,江苏省 连云港市 东海县 石梁河镇 瓜安村,PROVINCE CITY AREA TOWN VILLAGE
江西省赣州市大余县新城镇桥西村,江西省 赣州市 大余县 新城镇 桥西村,PROVINCE CITY AREA TOWN VILLAGE
广东省深圳市罗湖区宝安南路大信大厦,广东省 深圳市 罗湖区 宝安南路 大信大厦,PROVINCE CITY AREA ROAD DASHA
浙江省衢州市常山县城南路,浙江省 衢州市 常山县 城南路,PROVINCE CITY AREA ROAD
福建省漳州市漳浦县官浔镇锦江村玉田,福建省 漳州市 漳浦县 官浔镇 锦江村,PROVINCE CITY AREA TOWN VILLAGE
河北省石家庄市新乐市新兴路光荣里胡同,河北省 石家庄市 新乐市 新兴路光荣里,PROVINCE CITY AREA VILLAGE
江苏省常州市金坛市薛埠镇罗村赤岗村委赤岗村张笪里,江苏省 常州市 金坛市 薛埠镇 罗村赤岗村委赤岗村张笪里,PROVINCE CITY AREA TOWN VILLAGE
广东省清远市清新县清和大道中山路东,广东省 清远市 清新县 清和大道 中山路,PROVINCE CITY AREA DADAO ROAD
云南省昆明市官渡区大板桥镇,云南省 昆明市 官渡区 大板桥镇,PROVINCE CITY AREA TOWN
山东省潍坊市青州市普通镇杜家村,山东省 潍坊市 青州市 普通镇 杜家村,PROVINCE CITY AREA TOWN VILLAGE
浙江省杭州市临安市大峡谷镇毛塔村,浙江省 杭州市 临安市 大峡谷镇 毛塔村,PROVINCE CITY AREA TOWN VILLAGE
湖北省武汉市青山区美地家园,湖北省 武汉市 青山区 美地家园,PROVINCE CITY AREA GARDEN
河北省衡水市景县降河流镇桑高村,河北省 衡水市 景县 降河流镇 桑高村,PROVINCE CITY AREA TOWN VILLAGE
广东省江门市鹤山市宅梧镇骏马开发区,广东省 江门市 鹤山市 宅梧镇,PROVINCE CITY AREA TOWN
湖南省益阳市资阳区沙头镇余家咀村,湖南省 益阳市 资阳区 沙头镇 余家咀村,PROVINCE CITY AREA TOWN VILLAGE
河南省驻马店市泌阳县沙河店镇靳楼村,河南省 驻马店市 泌阳县 沙河店镇 靳楼村,PROVINCE CITY AREA TOWN VILLAGE
广东省深圳市罗湖区洪湖一街3号邮电大院,广东省 深圳市 罗湖区 洪湖一街 3号邮电大院,PROVINCE CITY AREA STREET COURTYARD
山东省济宁市嘉祥县纸坊后商,山东省 济宁市 嘉祥县,PROVINCE CITY AREA
江苏省苏州市昆山市巴城镇临港北路,江苏省 苏州市 昆山市 巴城镇 临港北路,PROVINCE CITY AREA TOWN ROAD
山东省聊城市东昌府区聊堂路,山东省 聊城市 东昌府区 聊堂路,PROVINCE CITY AREA ROAD
辽宁省本溪市南芬区南山街,辽宁省 本溪市 南芬区 南山街,PROVINCE CITY AREA STREET
广东省湛江市雷州市纪家镇广益路,广东省 湛江市 雷州市 纪家镇 广益路,PROVINCE CITY AREA TOWN ROAD
浙江省杭州市下城区体育场路335号杭州市人才市场,浙江省 杭州市 下城区 体育场路335号杭州市人才市场,PROVINCE CITY AREA VILLAGE
江西省赣州市章贡区沙石镇甘霖村,江西省 赣州市 章贡区 沙石镇 甘霖村,PROVINCE CITY AREA TOWN VILLAGE
福建省宁德市蕉城区八都镇建新路,福建省 宁德市 蕉城区 八都镇 建新路,PROVINCE CITY AREA TOWN ROAD
河南省商丘市民权县人和乡高集村,河南省 商丘市 民权县 人和乡 高集村,PROVINCE CITY AREA TOWN VILLAGE
陕西省榆林市神木县东二道巷,陕西省 榆林市 神木县 东二道巷,PROVINCE CITY AREA XIANG
浙江省丽水市缙云县新建镇宅基村碧苍巷,浙江省 丽水市 缙云县 新建镇 宅基村 碧苍巷,PROVINCE CITY AREA TOWN VILLAGE XIANG
湖南省永州市蓝山县楠市镇正市村,湖南省 永州市 蓝山县 楠市镇 正市村,PROVINCE CITY AREA TOWN VILLAGE
山西省吕梁市兴县魏家滩镇南梁上村,山西省 吕梁市 兴县 魏家滩镇 南梁上村,PROVINCE CITY AREA TOWN VILLAGE
四川省南充市仪陇县老木乡民生街,四川省 南充市 仪陇县 老木乡 民生街,PROVINCE CITY AREA TOWN STREET
山东省潍坊市诸城市吕标镇吴家岭村,山东省 潍坊市 诸城市 吕标镇 吴家岭村,PROVINCE CITY AREA TOWN VILLAGE
广东省肇庆市广宁县联和镇塘角村,广东省 肇庆市 广宁县 联和镇 塘角村,PROVINCE CITY AREA TOWN VILLAGE
浙江省金华市义乌市机场路2-634,浙江省 金华市 义乌市 机场,PROVINCE CITY AREA VILLAGE
广东省广州市增城市荔城镇西山仓路十三巷,广东省 广州市 增城市 荔城镇 西山仓路 十三巷,PROVINCE CITY AREA TOWN ROAD XIANG
湖南省邵阳市邵东县范家山镇祖华村,湖南省 邵阳市 邵东县 范家山镇 祖华村,PROVINCE CITY AREA TOWN VILLAGE
广东省广州市天河区东圃镇棠东毓桂南街西2巷,广东省 广州市 天河区 东圃镇 棠东毓桂南街 西2巷,PROVINCE CITY AREA TOWN STREET XIANG
湖北省武汉市江汉区燕马新村,湖北省 武汉市 江汉区 燕马新村,PROVINCE CITY AREA VILLAGE
福建省南平市建瓯市川石乡双凤路,福建省 南平市 建瓯市 川石乡 双凤路,PROVINCE CITY AREA TOWN ROAD
山东省临沂市平邑县郑城镇小后沟,山东省 临沂市 平邑县 郑城镇 小后沟,PROVINCE CITY AREA TOWN ZU
安徽省亳州市谯城区筛子市街二巷,安徽省 亳州市 谯城区 筛子市街 二巷,PROVINCE CITY AREA STREET XIANG
河南省南阳市内乡县王店镇均张村,河南省 南阳市 内乡县 王店镇 均张村,PROVINCE CITY AREA TOWN VILLAGE
河北省邯郸市大名县杨桥镇李村,河北省 邯郸市 大名县 杨桥镇 李村,PROVINCE CITY AREA TOWN VILLAGE
浙江省温州市文成县组织部,浙江省 温州市 文成县,PROVINCE CITY AREA
广东省江门市江海区外海镇四大村狮子巷,广东省 江门市 江海区 外海镇 四大村 狮子巷,PROVINCE CITY AREA TOWN VILLAGE XIANG
四川省广安市广安区花桥镇双山村,四川省 广安市 广安区 花桥镇 双山村,PROVINCE CITY AREA TOWN VILLAGE
江西省九江市瑞昌市乐山乡峨坪村,江西省 九江市 瑞昌市 乐山乡 峨坪村,PROVINCE CITY AREA TOWN VILLAGE
四川省泸州市古蔺县德跃镇燕岩村,四川省 泸州市 古蔺县 德跃镇 燕岩村,PROVINCE CITY AREA TOWN VILLAGE
安徽省巢湖市庐江县福元龙门村,安徽省 巢湖市 庐江县 福元龙门村,PROVINCE CITY AREA VILLAGE
贵州省黔东南苗族侗族自治州岑巩县天马镇干塘村,贵州省 黔东南苗族侗族自治州岑巩县 天马镇 干塘村,PROVINCE AREA TOWN VILLAGE
辽宁省沈阳市东陵区方青路1-999,辽宁省 沈阳市 东陵区 方青路 1-999,PROVINCE CITY AREA ROAD NUM
浙江省绍兴市上虞市娥一村,浙江省 绍兴市 上虞市 娥一村,PROVINCE CITY AREA VILLAGE
四川省绵阳市梓潼县大新乡重阳村,四川省 绵阳市 梓潼县 大新乡 重阳村,PROVINCE CITY AREA TOWN VILLAGE
山东省淄博市临淄区建北生活区,山东省 淄博市 临淄区,PROVINCE CITY AREA
江苏省宿迁市沭阳县华冲镇经堂村,江苏省 宿迁市 沭阳县 华冲镇 经堂村,PROVINCE CITY AREA TOWN VILLAGE
江苏省徐州市丰县顺河镇杨庄村,江苏省 徐州市 丰县 顺河镇 杨庄村,PROVINCE CITY AREA TOWN VILLAGE
浙江省舟山市嵊泗县菜园镇兴海路东方之珠苑,浙江省 舟山市 嵊泗县 菜园镇 兴海路 东方之珠苑,PROVINCE CITY AREA TOWN ROAD YUAN
山东省枣庄市峄城区公路局宿舍,山东省 枣庄市 峄城区 公路 局宿舍,PROVINCE CITY AREA ROAD SUSHE
湖北省武汉市汉阳区黄金口三村,湖北省 武汉市 汉阳区 黄金口三村,PROVINCE CITY AREA VILLAGE
江西省南昌市进贤县花径路,江西省 南昌市 进贤县 花径路,PROVINCE CITY AREA ROAD
安徽省六安市金寨县古碑镇,安徽省 六安市 金寨县 古碑镇,PROVINCE CITY AREA TOWN
贵州省贵阳市南明区倒岩路,贵州省 贵阳市 南明区 倒岩路,PROVINCE CITY AREA ROAD
浙江省金华市东阳市南马镇南山村,浙江省 金华市 东阳市 南马镇 南山村,PROVINCE CITY AREA TOWN VILLAGE
安徽省亳州市涡阳县公吉寺镇张寨行政村,安徽省 亳州市 涡阳县 公吉寺镇 张寨行政村,PROVINCE CITY AREA TOWN VILLAGE
山东省临沂市兰山区上元沂村,山东省 临沂市 兰山区 上元沂村,PROVINCE CITY AREA VILLAGE
北京市丰台区70-18信箱,北京市 丰台区 70-18,PROVINCE AREA NUM
江苏省徐州市沛县张寨镇付庙村,江苏省 徐州市 沛县 张寨镇 付庙村,PROVINCE CITY AREA TOWN VILLAGE
山东省滨州市阳信县河流镇张古风村,山东省 滨州市 阳信县 河流镇 张古风村,PROVINCE CITY AREA TOWN VILLAGE
湖南省长沙市宁乡县大屯营乡五家湾村,湖南省 长沙市 宁乡县 大屯营乡 五家湾村,PROVINCE CITY AREA TOWN VILLAGE
天津市蓟县城关镇蔡庄子,天津市 蓟县 城关镇,PROVINCE AREA TOWN
福建省厦门市同安区大同镇舒安居,福建省 厦门市 同安区 大同镇,PROVINCE CITY AREA TOWN
安徽省蚌埠市固镇县县委大院,安徽省 蚌埠市 固镇县 县委大院,PROVINCE CITY AREA COURTYARD
四川省乐山市沐川县永福镇新桥村,四川省 乐山市 沐川县 永福镇 新桥村,PROVINCE CITY AREA TOWN VILLAGE
江西省吉安市安福县钱山乡柿木村,江西省 吉安市 安福县 钱山乡 柿木村,PROVINCE CITY AREA TOWN VILLAGE
四川省泸州市纳溪区白节镇,四川省 泸州市 纳溪区 白节镇,PROVINCE CITY AREA TOWN
江苏省泰州市靖江市靖城镇迎宾西路39弄,江苏省 泰州市 靖江市 靖城镇 迎宾西路 39,PROVINCE CITY AREA TOWN ROAD NUM
河北省邢台市邢台县龙泉寺乡车尖村,河北省 邢台市 邢台县 龙泉寺乡 车尖村,PROVINCE CITY AREA TOWN VILLAGE
安徽省蚌埠市固镇县新马桥镇新马桥街,安徽省 蚌埠市 固镇县 新马桥镇 新马桥街,PROVINCE CITY AREA TOWN STREET
浙江省温州市瑞安市城东市场路,浙江省 温州市 瑞安市 城东市场,PROVINCE CITY AREA VILLAGE
山东省烟台市龙口市芦头镇东韩家村,山东省 烟台市 龙口市 芦头镇 东韩家村,PROVINCE CITY AREA TOWN VILLAGE
广东省韶关市曲江区马坝镇委治理商业贿赂,广东省 韶关市 曲江区 马坝镇,PROVINCE CITY AREA TOWN
浙江省杭州市上城区江城路692号,浙江省 杭州市 上城区 江城路 692号,PROVINCE CITY AREA ROAD NUM
河北省衡水市枣强县唐林乡后王寿村,河北省 衡水市 枣强县 唐林乡 后王寿村,PROVINCE CITY AREA TOWN VILLAGE
辽宁省丹东市凤城市同兴街,辽宁省 丹东市 凤城市 同兴街,PROVINCE CITY AREA STREET
河北省邢台市宁晋县耿庄桥崔官庄,河北省 邢台市 宁晋县,PROVINCE CITY AREA
河南省信阳市固始县张老埠乡牛老家村,河南省 信阳市 固始县 张老埠乡 牛老家村,PROVINCE CITY AREA TOWN VILLAGE
辽宁省沈阳市康平县海洲乡尹家,辽宁省 沈阳市 康平县 海洲乡,PROVINCE CITY AREA TOWN
广东省广州市荔湾区恩宁路蓬莱大街,广东省 广州市 荔湾区 恩宁路蓬莱大街,PROVINCE CITY AREA STREET
浙江省绍兴市越城区绍钢五村,浙江省 绍兴市 越城区 绍钢五村,PROVINCE CITY AREA VILLAGE
湖北省黄冈市蕲春县刘河镇果子畈村,湖北省 黄冈市 蕲春县 刘河镇 果子畈村,PROVINCE CITY AREA TOWN VILLAGE
北京市通州区宋庄镇喇嘛庄,北京市 通州区 宋庄镇,PROVINCE AREA TOWN
浙江省金华市永康市象珠峡源村,浙江省 金华市 永康市 象珠峡源村,PROVINCE CITY AREA VILLAGE
江西省吉安市吉州区宋家坊,江西省 吉安市 吉州区,PROVINCE CITY AREA
山东省潍坊市高密市王吴褚家王吴村,山东省 潍坊市 高密市 王吴褚家王吴村,PROVINCE CITY AREA VILLAGE
山东省济南市商河县胡集乡前大庄村,山东省 济南市 商河县 胡集乡 前大庄村,PROVINCE CITY AREA TOWN VILLAGE
四川省成都市龙泉驿区建设路,四川省 成都市 龙泉驿区 建设路,PROVINCE CITY AREA ROAD
黑龙江省鸡西市鸡冠区北山一委信报箱群,黑龙江省 鸡西市 鸡冠区,PROVINCE CITY AREA
河北省张家口市阳原县下止埔,河北省 张家口市 阳原县,PROVINCE CITY AREA
黑龙江省哈尔滨市木兰县柳河镇向山村,黑龙江省 哈尔滨市 木兰县 柳河镇 向山村,PROVINCE CITY AREA TOWN VILLAGE
江苏省南京市六合区大厂平顶山扬子十九村,江苏省 南京市 六合区 大厂平顶山扬子十九村,PROVINCE CITY AREA VILLAGE
浙江省宁波市鄞州区塘溪镇花田畈村,浙江省 宁波市 鄞州区 塘溪镇 花田畈村,PROVINCE CITY AREA TOWN VILLAGE
福建省福州市闽侯县祥谦镇洋下村企头顶,福建省 福州市 闽侯县 祥谦镇 洋下村,PROVINCE CITY AREA TOWN VILLAGE
云南省玉溪市华宁县烟草公司生活区2-1信箱,云南省 玉溪市 华宁县,PROVINCE CITY AREA
湖南省邵阳市洞口县杨林乡九岭村,湖南省 邵阳市 洞口县 杨林乡 九岭村,PROVINCE CITY AREA TOWN VILLAGE
山东省临沂市沂水县利民油顶厂,山东省 临沂市 沂水县,PROVINCE CITY AREA
浙江省金华市兰溪市永昌街道前塘下村,浙江省 金华市 兰溪市 永昌街道前塘下村,PROVINCE CITY AREA VILLAGE
辽宁省辽阳市辽阳县科研路,辽宁省 辽阳市 辽阳县 科研路,PROVINCE CITY AREA ROAD
广东省惠州市惠阳区新圩镇新丰工业区,广东省 惠州市 惠阳区 新圩镇,PROVINCE CITY AREA TOWN
河南省洛阳市宜阳县丰李镇马窑村,河南省 洛阳市 宜阳县 丰李镇 马窑村,PROVINCE CITY AREA TOWN VILLAGE
湖北省荆门市京山县曹武镇民主村,湖北省 荆门市 京山县 曹武镇 民主村,PROVINCE CITY AREA TOWN VILLAGE
广东省肇庆市四会市贞山区上沙四队,广东省 肇庆市 四会市,PROVINCE CITY AREA
安徽省淮北市濉溪县铁佛镇张楼行政村,安徽省 淮北市 濉溪县 铁佛镇 张楼行政村,PROVINCE CITY AREA TOWN VILLAGE
四川省眉山市彭山县灵石镇东红村,四川省 眉山市 彭山县 灵石镇 东红村,PROVINCE CITY AREA TOWN VILLAGE
重庆市石柱土家族自治县南宾镇圆林街,重庆市 石柱土家族自治县 南宾镇 圆林街,PROVINCE AREA TOWN STREET
江苏省常州市天宁区常锡路79-79,江苏省 常州市 天宁区 常锡路 79-79,PROVINCE CITY AREA ROAD NUM
河南省商丘市睢县潮庄镇张文英村,河南省 商丘市 睢县 潮庄镇 张文英村,PROVINCE CITY AREA TOWN VILLAGE
广东省揭阳市揭西县河婆镇溪角大队溪角路13巷,广东省 揭阳市 揭西县 河婆镇 溪角大队溪角路 13巷,PROVINCE CITY AREA TOWN ROAD XIANG
湖北省随州市曾都区淅河镇曹家台村,湖北省 随州市 曾都区 淅河镇 曹家台村,PROVINCE CITY AREA TOWN VILLAGE
四川省资阳市简阳市石钟镇均乐村,四川省 资阳市 简阳市 石钟镇 均乐村,PROVINCE CITY AREA TOWN VILLAGE
广东省肇庆市高要市白诸镇下坡村委会大园村,广东省 肇庆市 高要市 白诸镇 下坡村委会大园村,PROVINCE CITY AREA TOWN VILLAGE
贵州省贵阳市云岩区铜佛巷,贵州省 贵阳市 云岩区 铜佛巷,PROVINCE CITY AREA XIANG
广东省珠海市斗门区同心西路三巷,广东省 珠海市 斗门区 同心西路 三巷,PROVINCE CITY AREA ROAD XIANG
重庆市忠县东溪镇龙洞村,重庆市 忠县 东溪镇 龙洞村,PROVINCE AREA TOWN VILLAGE
广东省清远市佛冈县龙南镇龙塘村委会龙盘村,广东省 清远市 佛冈县 龙南镇 龙塘村委会龙盘村,PROVINCE CITY AREA TOWN VILLAGE
福建省福州市台江区江三路,福建省 福州市 台江区 江三路,PROVINCE CITY AREA ROAD
北京市顺义区站前东街,北京市 顺义区 站前东街,PROVINCE AREA STREET
四川省南充市营山县星火镇含宝村,四川省 南充市 营山县 星火镇 含宝村,PROVINCE CITY AREA TOWN VILLAGE
广东省揭阳市普宁市大坝镇九江村,广东省 揭阳市 普宁市 大坝镇 九江村,PROVINCE CITY AREA TOWN VILLAGE
重庆市云阳县建全乡四新村,重庆市 云阳县 建全乡 四新村,PROVINCE AREA TOWN VILLAGE
河北省保定市满城县北平路,河北省 保定市 满城县 北平路,PROVINCE CITY AREA ROAD
安徽省亳州市利辛县马店镇孙刘行政村,安徽省 亳州市 利辛县 马店镇 孙刘行政村,PROVINCE CITY AREA TOWN VILLAGE
湖北省潜江市江汉油田一村钻井新区,湖北省 潜江市 江汉油田一村钻井新区,PROVINCE CITY AREA
吉林省吉林市昌邑区孤店子镇荒地村,吉林省 吉林市 昌邑区 孤店子镇 荒地村,PROVINCE CITY AREA TOWN VILLAGE
湖南省长沙市芙蓉区都正街三条巷,湖南省 长沙市 芙蓉区 都正街 三条巷,PROVINCE CITY AREA STREET XIANG
山西省运城市临猗县东张镇新成庄,山西省 运城市 临猗县 东张镇,PROVINCE CITY AREA TOWN
云南省德宏傣族景颇族自治州梁河县梁河县贸易路,云南省 德宏傣族景颇族自治州梁河县 梁河县贸易路,PROVINCE AREA ROAD
甘肃省定西市安定区西巩驿镇中驿村,甘肃省 定西市 安定区 西巩驿镇 中驿村,PROVINCE CITY AREA TOWN VILLAGE
辽宁省抚顺市抚顺县章党镇前甸村,辽宁省 抚顺市 抚顺县 章党镇 前甸村,PROVINCE CITY AREA TOWN VILLAGE
陕西省商洛市丹凤县富民路,陕西省 商洛市 丹凤县 富民路,PROVINCE CITY AREA ROAD
江西省赣州市宁都县东山坝,江西省 赣州市 宁都县,PROVINCE CITY AREA
山东省济南市长清区莲台山路,山东省 济南市 长清区 莲台山路,PROVINCE CITY AREA ROAD
湖北省十堰市郧西县河夹镇金姜村,湖北省 十堰市 郧西县 河夹镇 金姜村,PROVINCE CITY AREA TOWN VILLAGE
重庆市渝北区茨竹镇土堡村,重庆市 渝北区 茨竹镇 土堡村,PROVINCE AREA TOWN VILLAGE
辽宁省沈阳市沈河区小南街2-174,辽宁省 沈阳市 沈河区 小南街 2-174,PROVINCE CITY AREA STREET NUM
贵州省毕节地区黔西县中建乡野那村,贵州省 毕节地区 黔西县中建乡 野那村,PROVINCE AREA TOWN VILLAGE
浙江省绍兴市新昌县益乐堂,浙江省 绍兴市 新昌县,PROVINCE CITY AREA
浙江省丽水市缙云县东方镇胪膛村胪西一,浙江省 丽水市 缙云县 东方镇 胪膛村,PROVINCE CITY AREA TOWN VILLAGE
河南省濮阳市清丰县六塔乡东留固村,河南省 濮阳市 清丰县 六塔乡 东留固村,PROVINCE CITY AREA TOWN VILLAGE
广东省珠海市斗门区白蕉镇新环南环村东路,广东省 珠海市 斗门区 白蕉镇 新环南环村 东路,PROVINCE CITY AREA TOWN VILLAGE ROAD
湖南省永州市祁阳县大坪铺乡江星村,湖南省 永州市 祁阳县 大坪铺乡 江星村,PROVINCE CITY AREA TOWN VILLAGE
上海市闵行区西湖苑,上海市 闵行区 西湖苑,PROVINCE AREA YUAN
福建省莆田市荔城区黄石镇井后村新街,福建省 莆田市 荔城区 黄石镇 井后村 新街,PROVINCE CITY AREA TOWN VILLAGE STREET
福建省莆田市城厢区梅峰市场,福建省 莆田市 城厢区 梅峰市场,PROVINCE CITY AREA VILLAGE
江苏省常州市武进区牛塘镇卢家巷三河村金家村,江苏省 常州市 武进区 牛塘镇 卢家巷三河村金家村,PROVINCE CITY AREA TOWN VILLAGE
